cds	logFC.constDiff	adj.P.Val.constDiff	logFC.weevilInd_Q903	adj.P.Val.weevilInd_Q903	set	UniProtKB.AC	evalue	Description	tax_id	Taxonomy	GO
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i14:742-1092(+)	-2.74826681626888	0.00917376559930536	-3.56637174261589	0.000604018882001674	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i15:365-1675(-)	-9.01504876945471	3.15200748106733e-10	-1.57494077719265	1.69660957324333e-05	2	A0A0D6QYQ9	0	MFS domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0055085
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i16:108-446(-)	-2.13727074187788	0.0183746372368558	-3.7390246740386	0.000305553983393259	8	A0A392P606	1.5e-27	Protein spinster (Fragment) OS=Trifolium medium OX=97028 PE=4 SV=1	97028	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i6:904-1917(-)	4.6960004523263	0.000212698876868342	0.663331009245645	0.701822048408331	1	A0A0D6QYQ9	9.39e-176	MFS domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0055085
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i9:904-1524(-)	-4.06851330451283	0.00801703399863485	-1.87428686762341	0.102774782453826	2	A0A0D6QYQ9	8.7e-93	MFS domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0055085
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122949_c0_g3_i1:303-806(-)	0.31759905534547	0.582455333929884	2.92147444614745	3.15621108027496e-06	3	A9NK40	1.3e-100	Aldo_ket_red domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g1_i1:2-328(+)	2.87472131681659	0.000706034915663195	-0.534630230710972	0.655749297125611	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g2_i6:1-549(+)	-6.18369754453375	1.27675948558906e-06	-1.34635430445772	0.00548905502920634	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g2_i7:1-543(+)	-6.11580701901656	4.24778710410554e-06	-1.53216495562927	0.0117165619482607	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g2_i8:1-366(+)	-1.27721919607468	0.134811888733402	-2.85796188208109	0.00199494495512071	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g3_i1:3-320(+)	-0.882513291143014	0.390450312811569	-2.24087858726357	0.0269614625830793	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g4_i1:1-312(+)	-2.05070536216041	0.000897956123909252	-1.35901748647256	0.0102450910409451	2	D5A960	1.34e-23	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122950_c3_g5_i1:2-427(+)	5.40789762622862	5.37014769938227e-06	-1.09309380284652	0.426516617108727	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122953_c0_g1_i1:1331-2734(+)	-0.664941779661703	0.371685172994872	-4.92559869265077	0.000308923027006994	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c4_g2_i1:3-479(+)	2.43474272350389	0.0351948623754406	-0.828881664867767	0.592959988809651	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c5_g3_i1:3-344(+)	-6.08747720130419	5.26388356888502e-08	-1.77327963379321	0.00276901580066766	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c5_g3_i2:1-729(+)	-7.29594757442515	5.4656232337999e-06	-1.54766489799647	0.00281123960139517	2	D5A7Y8	2.56e-36	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c5_g3_i3:2-793(+)	-2.03745646496228	0.0862058681302662	-2.33984195381763	0.0260234590634826	4	D5A7Y8	2.83e-36	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g11_i1:2-451(+)	5.82264431470554	4.54433727556663e-06	-0.926010012484953	0.518838745484165	1	Q8L8J6	4.56e-22	Putative TIR/NBS/LRR disease resistance protein (Fragment) OS=Pinus taeda OX=3352 PE=2 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g12_i1:2-307(+)	-5.23927268405437	4.18068302349375e-05	-4.2938657987633	0.000141598774887329	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i11:1-453(+)	-0.84405864757406	0.18717443333362	-2.1706844916898	0.00236762254423107	4	B8LP91	8.39e-35	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i14:3-497(+)	-6.11454890448746	2.25455136490345e-07	-1.93053539115568	0.00175294316236498	2	B8LP91	9.74e-27	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i15:2-649(+)	-1.3824280200842	0.181704135863195	-2.93533329459639	0.0057640437985875	4	B8LP91	1.86e-39	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i2:2-580(+)	0.0216022499567077	0.981489735732338	-2.59665866391044	0.000512283795213168	4	B8LMZ7	3.74e-31	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i20:1-321(+)	-5.54859427421469	1.96189585918172e-05	-2.7311125558062	0.00122566332858865	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i21:3-386(+)	5.85521023308467	7.35058184376699e-06	0.239497345819687	0.889329308812899	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i3:1-417(+)	-1.67645431239144	0.0395738501755681	-2.90632997865217	0.00154681397296925	4	B8LP91	4.54e-34	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i6:1-315(+)	-3.45427852725372	0.000333830940323204	-2.79437798549122	0.000778893851271786	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i7:2-607(+)	6.29842990032534	2.86940861447965e-08	0.663331009245646	0.554392615260487	1	B8LP91	8.18e-34	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g16_i9:2-376(+)	-4.5439639812953	0.000232882010803806	-1.91158417629905	0.0223967820460234	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g19_i1:2-325(+)	-6.01828903639733	4.4940039986993e-06	-2.83890503831429	0.000551681399722223	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g1_i1:1-306(+)	-6.88387610933075	5.00900902213996e-07	-2.60729831300183	0.000308923027006994	8	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122955_c6_g23_i3:1-411(+)	2.5034115149377	0.000273742553399202	-2.40838723255759	0.00726861111521084	7	B8LP91	4.24e-35	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122962_c2_g1_i2:180-2237(+)	-2.04061542420738	0.0442667102941959	-4.77980042249607	0.0025138852186185	8	Q68G81	0	Phenylalanine ammonia-lyase OS=Taxus canadensis OX=88032 GN=pam PE=3 SV=1	88032	Viridiplantae	GO:0005737; GO:0045548; GO:0009800; GO:0006559
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g10_i1:1-363(-)	7.02287967063498	1.45605896030734e-07	-1.03745332994829	0.450288630298111	1	H9W873	3.91e-35	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_18622_01 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g10_i10:2-433(-)	3.63980486459043	2.22125901234763e-05	-1.61923990949717	0.12333847520377	1	D5A7Y8	1.06e-37	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g10_i2:3-545(-)	6.39763827793375	2.38675567352465e-08	0.663331009245649	0.551490239907151	1	D5AB91	9.51e-41	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g10_i8:3-545(-)	-7.01799297149127	5.07973056276178e-09	-1.84515689367221	0.000325398678955627	2	D5AB91	1.02e-45	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g10_i9:2-442(-)	4.45755587416651	1.3578616161951e-05	-2.36666405246423	0.0314302934399336	7	D5A7Y8	1.08e-38	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g3_i4:1-420(-)	-3.94278623930126	0.00039388477792777	-2.5762935097281	0.00278412604438237	8	H9W873	3.58e-42	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_18622_01 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122964_c2_g6_i1:2-400(-)	2.61094813008795	0.0216406707220539	-1.80052419704574	0.187558295471273	1	D5A7Y8	1.96e-27	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122967_c4_g1_i1:3-332(+)	2.69248257696987	0.00065774961985691	-1.43760464129775	0.143089102520239	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122967_c4_g1_i2:302-607(+)	2.21949445061679	0.0025672121389006	-0.22257356772212	0.832334626404502	1	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122970_c1_g1_i7:29-1240(+)	3.8634670952333	0.000186750925882012	-0.627022126720751	0.662335510742364	1	B8LRB4	1.45e-87	TIR domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122972_c2_g3_i2:1-432(+)	2.06267740045291	2.3262737576229e-08	0.235984716146979	0.468086376572133	1	A9NMS2	1.07e-99	40S ribosomal protein S8 OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005840; GO:0003735; GO:0006412
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g14_i2:1-483(-)	-0.207325271184422	0.960638983127962	4.30153627299982	0.0343687018081281	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g16_i1:3-311(-)	-0.14506588967947	0.98733713206898	13.7144612539101	0.00170616958757006	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g18_i1:1-333(-)	-1.15403648447471	0.520879967730825	4.4337828735056	0.000843308686982756	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g20_i1:3-332(-)	-0.181726041799185	0.987958065119204	11.8357398471054	0.0340518290305942	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g21_i1:3-332(-)	1.35997061834791	0.89907758114406	11.788081545779	0.0446621042477496	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g22_i1:3-311(-)	-0.181726041799184	0.927238872135983	7.57765100538695	2.0961736232192e-06	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g24_i1:98-658(-)	0.27078294819363	0.928353709413776	11.1127950598431	5.14906697370593e-06	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g24_i2:98-472(-)	-2.23353406471151	0.019042277345243	7.50157582844196	6.14985312306964e-08	6	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g24_i3:1-462(-)	1.08312387892402	0.811268382892475	10.7986944780636	0.000976414434236749	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g2_i1:3-332(-)	-3.71561172657264	0.1902698547605	11.2359268662267	4.43988165921188e-06	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g3_i1:1-462(-)	1.65949815151672	0.596951995130832	7.25083921608417	0.00466238488830069	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122976_c5_g8_i1:3-329(-)	-0.30362329117571	0.947728140149584	11.4445569366698	7.94858882562339e-05	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122977_c0_g3_i1:1-771(-)	5.99806738444701	3.39738161900794e-05	0.663331009245646	0.722508311388636	1	A0A0D6QZ73	4.92e-35	AAA domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0043531
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122977_c0_g3_i2:1-771(-)	-6.33906045140938	2.4273425797667e-07	-1.37998798848288	0.0326330426170275	2	B8LS43	1.79e-37	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122977_c0_g3_i5:1-813(-)	5.96377802169545	1.66940028211352e-06	0.663331009245647	0.64486029590861	1	B8LS43	1.13e-34	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0043531
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122979_c1_g2_i10:233-784(-)	0.402540773567847	0.820180707355491	2.1283523540618	0.0447750159032861	3	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122980_c0_g1_i2:270-1766(+)	1.34946189805849	0.142521001443051	-3.67149937450098	0.00445863521521731	4	U5DAK7	1.59e-157	Uncharacterized protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00061p00214600 PE=4 SV=1	13333	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122981_c0_g1_i2:34-2247(+)	0.187646978779327	0.944897252970369	4.62163418727426	0.00138998323769474	3	A0A1D1XR97	0	Potassium transporter OS=Anthurium amnicola OX=1678845 GN=HAK5_2 PE=3 SV=1	1678845	Viridiplantae	GO:0016021; GO:0015079
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122981_c0_g1_i4:1-981(+)	-0.831445400031613	0.783832375573272	6.18794380588272	0.00135218943700649	3	A0A200QLW9	6.53e-166	Potassium transporter OS=Macleaya cordata OX=56857 GN=BVC80_9001g12 PE=4 SV=1	56857	Viridiplantae	GO:0016021; GO:0015079
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122981_c0_g2_i1:1-816(+)	-0.36998787990346	0.914467730082586	5.27705200544427	0.00463714100430343	3	A0A2H3WXN4	6.07e-92	Potassium transporter OS=Phoenix dactylifera OX=42345 GN=LOC103695652 PE=3 SV=1	42345	Viridiplantae	GO:0016021; GO:0016020; GO:0015079; GO:0006813
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122989_c2_g1_i2:62-3913(+)	-0.684292635687627	0.411531259936205	-5.35475747834853	0.00123564115751467	4	W1PEC6	1.17e-174	Uncharacterized protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00142p00081110 PE=4 SV=1	13333	Viridiplantae	GO:0005524
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122990_c0_g1_i1:278-3259(+)	-3.04248465062649	1.40483360372744e-07	0.166041953149016	0.607549767219319	2	A0A1U8B5F2	0	protein RRP6-like 3 isoform X1 OS=Nelumbo nucifera OX=4432 GN=LOC104610942 PE=4 SV=1	4432	Viridiplantae	GO:0016021; GO:0008408; GO:0003676; GO:0000166
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122990_c0_g1_i5:278-3208(+)	5.6013167619426	0.000140709442547568	-1.50086257932921	0.51691714177986	1	A0A1U8BHK3	0	protein RRP6-like 3 isoform X3 OS=Nelumbo nucifera OX=4432 GN=LOC104610942 PE=4 SV=1	4432	Viridiplantae	GO:0016021; GO:0008408; GO:0003676; GO:0000166
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g10_i1:1-498(-)	0.81396103495111	0.766736552116915	6.50062199760493	0.00113145774127239	3	G9B4E5	1.59e-118	Class IV chitinase OS=Picea engelmannii x Picea glauca OX=373101 GN=Chia4-1 PE=2 SV=1	373101	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g6_i1:1-498(-)	2.38462493498422	0.265668897098855	6.57774115774363	0.00124325343746008	3	G9B4E5	1.59e-118	Class IV chitinase OS=Picea engelmannii x Picea glauca OX=373101 GN=Chia4-1 PE=2 SV=1	373101	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i1:273-1127(-)	-0.191048541813729	0.901772439270053	3.17440826881906	0.00106914247729823	3	A9NSX6	0	Chitin-binding type-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i2:273-803(-)	-1.10926709100442	0.319590122914632	3.06158032320384	0.00100288199689403	3	A9NP56	1.42e-118	Chitin-binding type-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i3:273-671(-)	5.31950137440263	0.031242277873219	5.73112212238543	0.0419726865393921	5	B8LQM1	6.52e-84	Chitin-binding type-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i6:3-680(-)	-0.203814370239192	0.915162131925479	4.52987628678228	0.000257429291307494	3	B8LQM1	2.05e-157	Chitin-binding type-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i7:3-629(-)	1.19738966802614	0.540388827129763	5.77399385560154	0.000457185753582325	3	A9P2F9	1.96e-143	Chitin-binding type-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008061; GO:0004568; GO:0005975; GO:0016998; GO:0006032
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122992_c0_g2_i5:347-2191(-)	4.37494896282358	0.000907899547657374	-0.933805344727166	0.69097878138782	1	A0A0C9QQA8	0	Purple acid phosphatase OS=Wollemia nobilis OX=56998 PE=3 SV=1	56998	Viridiplantae	GO:0016021; GO:0003993; GO:0046872
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122992_c0_g2_i6:347-2095(-)	-5.79396229001844	0.00427285941518898	0.757976079462421	0.327734294759495	2	A0A0C9QQA8	0	Purple acid phosphatase OS=Wollemia nobilis OX=56998 PE=3 SV=1	56998	Viridiplantae	GO:0016021; GO:0003993; GO:0046872
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122995_c2_g2_i1:2-340(-)	2.41440206948044	0.0123226568053703	-0.0509722470173034	0.972800722183106	1	D5A823	2.56e-70	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122997_c9_g3_i1:3-461(+)	4.86346185933091	2.50969423272056e-05	0.663331009245646	0.678210069656901	1	A0A0D6QTZ7	8.2e-77	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122997_c9_g3_i2:47-604(+)	3.53078538423006	1.32367505025265e-06	-3.7995133644893	0.000537949341714644	7	A0A0D6QTZ7	2.61e-75	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0016021; GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122997_c9_g4_i1:1-726(+)	9.08266506766129	1.92348349054418e-05	0.160322945262654	0.960828924414223	1	A9NQB9	1.34e-91	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122997_c9_g4_i3:1-726(+)	8.89274224703646	6.46812591390974e-06	-0.640184072720849	0.806240188182026	1	A9NQB9	8.23e-92	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122997_c9_g7_i1:116-829(+)	1.1861472043516	0.249362128169334	-2.99754889680007	0.0470886539668857	4	A9P0Q5	7.78e-179	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123000_c2_g5_i1:315-680(-)	-4.7553812649913	0.000115354632092621	-1.34232344608924	0.0637646264737494	2	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123003_c1_g1_i1:202-1551(+)	-0.0471845899898361	0.976710064729254	-3.48554526530945	0.00759185050956127	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123006_c0_g1_i1:844-3390(-)	-3.69671007734071	0.226843062285284	5.14507321130352	0.0467083053013165	3	A0A0D6QTG9	0	Protein kinase domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123006_c0_g1_i2:426-2522(-)	7.93545410787089	2.90767475943494e-06	-0.176879417305417	0.94642004774265	1	A0A0D6QTG9	0	Protein kinase domain-containing protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123012_c1_g1_i1:277-1290(-)	2.21912298798034	0.229119030006301	3.47552041443098	0.0307265953371122	3	W9VQX0	8.87e-174	60S acidic ribosomal protein P0 OS=Cladophialophora yegresii CBS 114405 OX=1182544 GN=A1O7_09902 PE=3 SV=1	1182544	Fungi	GO:0022625; GO:0070180; GO:0003735; GO:0002181; GO:0000027
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123013_c1_g1_i2:1-2529(-)	-1.12281575543583	0.400204440154919	-3.30700729676035	0.0400481330733191	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123016_c0_g1_i1:623-4942(-)	-7.80807750713371	0.000353213844312321	-0.765040306912235	0.352234265552791	2	A0A200PWY5	0	Anaphase-promoting complex subunit 1 OS=Macleaya cordata OX=56857 GN=BVC80_9093g71 PE=4 SV=1	56857	Viridiplantae	GO:0005680
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123019_c0_g2_i2:324-1022(-)	-0.827648876324448	0.365180225394097	-5.75194025238113	0.000579624401822091	4	A0A218VXF4	1.5e-80	Cyclin OS=Punica granatum OX=22663 GN=CDL15_Pgr028615 PE=3 SV=1	22663	Viridiplantae	GO:0019901; GO:0000079
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123020_c0_g3_i1:2-304(-)	0.206666876010916	0.839142868420112	-2.95434216475473	0.000250927661457943	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123022_c0_g1_i1:3-2252(+)	4.0772177709848	0.00653271964774602	-0.923917740031406	0.649733991232292	1	B8LQX6	0	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123028_c0_g1_i2:314-2233(+)	7.30335088702631	1.40489072355212e-08	0.663331009245645	0.599404220917437	1	A0A2K1KGY6	0	ABC1 domain-containing protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_009419 PE=4 SV=1	3218	Viridiplantae	GO:0016021
