cds	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122070_c0_g1_i5:289-1272(-)	A0A0C9S7F3	Viridiplantae	GO:0006094	gluconeogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122071_c1_g12_i3:2-586(-)	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c6_g1_i1:1-351(+)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c6_g1_i1:1-351(+)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g13_i1:2-637(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g13_i1:2-637(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g13_i2:2-340(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g13_i2:2-340(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g2_i1:1-483(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g2_i1:1-483(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g2_i2:1-459(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g2_i2:1-459(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g4_i5:1-459(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g4_i5:1-459(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g6_i1:1-483(-)	B8LPA0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122078_c7_g6_i1:1-483(-)	B8LPA0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122079_c2_g1_i3:54-641(-)	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122079_c3_g2_i4:2-415(+)	B8LRB7	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122080_c6_g8_i4:1-687(-)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122080_c6_g8_i5:270-797(-)	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122083_c4_g1_i3:3-611(-)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122093_c4_g5_i5:3-629(-)	C0PRA7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122093_c4_g5_i7:243-1313(-)	C0PRA7	Viridiplantae	GO:0046274	lignin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122096_c0_g1_i1:1105-5673(+)	A0A200QAY7	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122096_c0_g1_i2:832-5400(+)	A0A200QAY7	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122097_c0_g1_i2:311-880(+)	K4PYU2	Viridiplantae	GO:0006631	fatty acid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122097_c0_g1_i2:311-880(+)	K4PYU2	Viridiplantae	GO:0019432	triglyceride biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122108_c1_g3_i1:369-767(-)	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122108_c1_g3_i2:1-1296(-)	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122108_c1_g3_i3:3-1250(-)	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122108_c1_g3_i4:388-825(-)	A0A1J3JLX4	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i1:226-1035(-)	C0PQM5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i1:226-1035(-)	C0PQM5	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i1:226-1035(-)	C0PQM5	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i2:226-1113(-)	A9NXF9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i2:226-1113(-)	A9NXF9	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i2:226-1113(-)	A9NXF9	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i3:226-1059(-)	A9NXF9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i3:226-1059(-)	A9NXF9	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c1_g1_i3:226-1059(-)	A9NXF9	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i3:3-506(-)	A9NUA7	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i3:3-506(-)	A9NUA7	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i3:3-506(-)	A9NUA7	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i4:191-775(-)	G9B4E2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i4:191-775(-)	G9B4E2	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i4:191-775(-)	G9B4E2	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i6:3-638(-)	G9B4E3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i6:3-638(-)	G9B4E3	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i6:3-638(-)	G9B4E3	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i7:408-881(-)	A9NUA7	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i7:408-881(-)	A9NUA7	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i7:408-881(-)	A9NUA7	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i8:33-890(-)	A9NPF6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i8:33-890(-)	A9NPF6	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122118_c2_g4_i8:33-890(-)	A9NPF6	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122124_c3_g2_i3:226-831(-)	A0A074Y9P0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122140_c3_g12_i1:2-544(+)	A0A1S4CWT4	Viridiplantae	GO:0007017	microtubule-based process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122153_c3_g1_i14:1-996(-)	A0A094ETF6	Fungi	GO:0007017	microtubule-based process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122160_c0_g3_i1:3-443(-)	A0A5C7H4H3	Viridiplantae	GO:0006811	ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c4_g2_i1:1-324(+)	A9NZA1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c4_g2_i1:1-324(+)	A9NZA1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g1_i1:91-390(+)	A9NZA1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g1_i1:91-390(+)	A9NZA1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i1:1-825(+)	A9NZA1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i1:1-825(+)	A9NZA1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i3:1-795(+)	Q0JW34	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i3:1-795(+)	Q0JW34	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i4:1-468(+)	Q0JW34	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g4_i4:1-468(+)	Q0JW34	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g5_i4:1-807(+)	Q4W2V4	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g5_i4:1-807(+)	Q4W2V4	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g5_i9:3-794(+)	Q4W2V4	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g5_i9:3-794(+)	Q4W2V4	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g7_i1:91-390(+)	A9NZA1	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122172_c5_g7_i1:91-390(+)	A9NZA1	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122212_c0_g2_i4:2-1705(+)	A0A0D6QWA0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122226_c0_g2_i1:290-1027(-)	B8LPJ0	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122226_c0_g2_i4:7-489(-)	B8LQK0	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122230_c1_g2_i3:182-1243(-)	B8LQL5	Viridiplantae	GO:0006488	dolichol-linked oligosaccharide biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122231_c4_g3_i5:2-739(+)	A0A0G2FQ14	Fungi	GO:0006006	glucose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122231_c4_g3_i5:2-739(+)	A0A0G2FQ14	Fungi	GO:0009051	pentose-phosphate shunt, oxidative branch
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122231_c4_g3_i5:2-739(+)	A0A0G2FQ14	Fungi	GO:0042542	response to hydrogen peroxide
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122247_c0_g1_i2:282-926(-)	A0A0D2B8I0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122252_c1_g1_i2:1263-5153(+)	A0A3S3N5H9	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122273_c1_g2_i1:203-1264(-)	W1P7G7	Viridiplantae	GO:0030154	cell differentiation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122291_c3_g7_i3:2-1873(-)	A0A2P6R535	Viridiplantae	GO:0007062	sister chromatid cohesion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c3_g9_i1:2-310(-)	A0A0D6QSI2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c4_g1_i1:168-668(+)	A9NNM8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c4_g1_i2:168-638(+)	B8LLN9	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c4_g1_i3:168-773(+)	A9NNM8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c4_g2_i5:1-822(+)	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122311_c4_g2_i6:3-713(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122317_c3_g10_i2:3-338(+)	A0A4S9A4T8	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122317_c3_g9_i6:1-606(+)	A0A074YAS4	Fungi	GO:0045903	positive regulation of translational fidelity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122317_c3_g9_i6:1-606(+)	A0A074YAS4	Fungi	GO:0006407	rRNA export from nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122317_c3_g9_i6:1-606(+)	A0A074YAS4	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122319_c0_g1_i7:680-2827(-)	A0A0C9RVH6	Viridiplantae	GO:0045892	negative regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122320_c0_g1_i1:278-1267(+)	A0A0R4J5J3	Viridiplantae	GO:0009263	deoxyribonucleotide biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122323_c1_g12_i3:1-375(-)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122342_c0_g1_i1:31-1335(+)	A0A3S3MT89	Viridiplantae	GO:0006486	protein glycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122345_c3_g2_i1:3-728(-)	I0Z166	Viridiplantae	GO:0009228	thiamine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122345_c3_g2_i1:3-728(-)	I0Z166	Viridiplantae	GO:0052837	thiazole biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122346_c0_g1_i1:444-2516(-)	W1PYU7	Viridiplantae	GO:0000911	cytokinesis by cell plate formation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122346_c0_g1_i1:444-2516(-)	W1PYU7	Viridiplantae	GO:0000914	phragmoplast assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122363_c0_g1_i1:487-6576(-)	A0A200PP11	Viridiplantae	GO:0006261	DNA-dependent DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122368_c5_g2_i2:29-787(-)	D5AC19	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122368_c5_g2_i4:475-1089(-)	D5AC19	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122368_c5_g2_i5:29-799(-)	D5AC19	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122368_c5_g2_i6:3-725(-)	D5AC19	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122382_c3_g2_i1:2-427(+)	A0A0K0M7B6	Viridiplantae	GO:0006351	transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122382_c6_g1_i1:472-3420(-)	A0A0C4W3E4	Viridiplantae	GO:0006351	transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122392_c1_g5_i5:3-374(+)	A0A4T0BYQ2	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122392_c1_g5_i9:2-445(+)	H6C0R0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122394_c1_g1_i2:198-581(+)	A9NNC5	Viridiplantae	GO:0098869	cellular oxidant detoxification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i2:92-1768(-)	B8LRM2	Viridiplantae	GO:0006097	glyoxylate cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i2:92-1768(-)	B8LRM2	Viridiplantae	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i3:102-488(-)	B8LRM2	Viridiplantae	GO:0006097	glyoxylate cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i3:102-488(-)	B8LRM2	Viridiplantae	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i4:132-1499(-)	B8LRM2	Viridiplantae	GO:0006097	glyoxylate cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i4:132-1499(-)	B8LRM2	Viridiplantae	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i5:102-1127(-)	B8LRM2	Viridiplantae	GO:0006097	glyoxylate cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i5:102-1127(-)	B8LRM2	Viridiplantae	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i6:132-1808(-)	B8LRM2	Viridiplantae	GO:0006097	glyoxylate cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122396_c2_g1_i6:132-1808(-)	B8LRM2	Viridiplantae	GO:0006099	tricarboxylic acid cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122402_c3_g2_i1:1-861(+)	A0A4T0ABS1	Fungi	GO:0019752	carboxylic acid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122403_c1_g1_i1:1-552(+)	B9VLF6	Viridiplantae	GO:0006397	mRNA processing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122403_c2_g5_i2:766-1626(-)	A0A0D6QRC2	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122403_c2_g5_i3:58-675(-)	A0A0C9S6K3	Viridiplantae	GO:0055114	oxidation-reduction process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122410_c2_g3_i3:192-1148(-)	A0A0G2FE64	Fungi	GO:0019310	inositol catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122412_c10_g3_i2:1-354(+)	A0A4S9EUV8	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122416_c1_g2_i8:203-1621(-)	A0A437AFW1	Fungi	GO:0006636	unsaturated fatty acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122417_c3_g1_i3:1-936(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122417_c3_g1_i5:1-936(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c3_g1_i1:1-339(-)	C0L8G7	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c3_g1_i1:1-339(-)	C0L8G7	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i1:1-300(+)	D5AAJ6	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i1:1-300(+)	D5AAJ6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i13:178-1257(+)	A0A0G7ZNU6	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i13:178-1257(+)	A0A0G7ZNU6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i7:1-735(+)	D5AAJ6	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i7:1-735(+)	D5AAJ6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i8:1-423(+)	C0PRN6	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i8:1-423(+)	C0PRN6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i9:2-496(+)	D5AAJ6	Viridiplantae	GO:0015936	coenzyme A metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122437_c5_g5_i9:2-496(+)	D5AAJ6	Viridiplantae	GO:0008299	isoprenoid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122440_c0_g1_i1:1203-3413(-)	A0A0C9S573	Viridiplantae	GO:0019264	glycine biosynthetic process from serine
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122440_c0_g1_i1:1203-3413(-)	A0A0C9S573	Viridiplantae	GO:0035999	tetrahydrofolate interconversion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122444_c0_g7_i2:1-399(+)	W1PRE9	Viridiplantae	GO:0006189	'de novo' IMP biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122467_c5_g1_i3:3-542(+)	A0A061FVH5	Viridiplantae	GO:0016310	phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122467_c5_g1_i6:478-1767(+)	A0A061FVH5	Viridiplantae	GO:0016310	phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122469_c1_g16_i1:3-431(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122469_c1_g1_i2:3-536(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122469_c1_g3_i5:3-542(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122490_c0_g1_i1:233-2902(+)	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122490_c0_g1_i2:233-2182(+)	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122490_c0_g1_i3:248-2935(+)	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122498_c6_g6_i11:1-501(-)	A0A074XW97	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122498_c6_g6_i14:1-480(-)	A0A074XW97	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122498_c6_g6_i16:3-578(-)	A0A1J9S9G0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122498_c6_g6_i27:229-555(-)	A0A4V4JFE1	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122508_c0_g1_i1:3-4739(+)	A0A1U7YTY7	Viridiplantae	GO:0006265	DNA topological change
