cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122517_c1_g1_i8:2-1753(+)	4	A2XCS4	Viridiplantae	GO:0009616	virus induced gene silencing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122518_c0_g1_i1:95-4321(+)	4	A0A1U8B425	Viridiplantae	GO:0006139	nucleobase-containing compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122530_c0_g2_i1:554-1624(-)	2	U5CMI3	Viridiplantae	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122533_c0_g1_i2:207-1124(-)	1	A9NP43	Viridiplantae	GO:0010020	chloroplast fission
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122533_c0_g1_i5:207-1121(-)	4	A9NP43	Viridiplantae	GO:0010020	chloroplast fission
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122549_c5_g12_i1:3-386(-)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122549_c5_g4_i1:3-308(-)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122551_c0_g2_i1:1-315(+)	2	C0PTN5	Viridiplantae	GO:0006511	ubiquitin-dependent protein catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g1_i2:2-412(+)	1	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g1_i6:3-320(+)	2	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122572_c2_g6_i2:1-393(+)	8	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122580_c0_g1_i2:204-833(+)	5	A0A2P2LXW4	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122580_c0_g1_i3:674-1999(+)	3	A0A0D6QZZ2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g1_i2:133-615(-)	3	B8LRW3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122583_c1_g3_i1:3-305(-)	3	B8LRW3	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122599_c4_g8_i1:3-371(-)	2	A0A0K0M7D2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122603_c0_g1_i1:315-3392(+)	1	A0A0C9S6A4	Viridiplantae	GO:0031047	gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122611_c2_g1_i2:2-409(+)	3	A0A0D1YE94	Fungi	GO:0007264	small GTPase mediated signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c15_g1_i1:1-438(-)	4	A0A438EL57	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c1_g1_i1:2-1786(+)	4	A0A411JJN2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122613_c1_g1_i1:2-1786(+)	4	A0A411JJN2	Viridiplantae	GO:0030244	cellulose biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g1_i1:2-346(+)	8	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g2_i2:2-616(+)	4	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g2_i7:2-427(+)	8	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g5_i1:1-318(+)	2	A0A0K0M718	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122634_c6_g9_i1:2-358(+)	8	D5A9S3	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122643_c0_g1_i3:292-753(+)	8	B8LLI4	Viridiplantae	GO:0032875	regulation of DNA endoreduplication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122646_c2_g3_i1:3-845(+)	4	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122646_c2_g3_i2:2-556(+)	4	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122647_c9_g3_i1:259-2946(-)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122647_c9_g3_i2:285-2972(-)	6	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i1:266-2656(+)	1	A0A3Q7J6M4	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i1:266-2656(+)	1	A0A3Q7J6M4	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i2:266-2728(+)	1	A0A176WBV7	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i2:266-2728(+)	1	A0A176WBV7	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i3:266-2743(+)	4	A0A176WBV7	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122686_c0_g1_i3:266-2743(+)	4	A0A176WBV7	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122703_c4_g1_i5:3-335(+)	4	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122704_c1_g1_i2:3-377(-)	1	A0A0C9RV38	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122734_c0_g4_i4:213-836(+)	4	A0A4S8IHU8	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122734_c0_g4_i5:3-779(+)	4	A0A0D6R077	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122738_c0_g4_i2:247-888(-)	8	A0A0C9QY08	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g10_i1:1-303(-)	4	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g12_i1:2-361(-)	8	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g13_i1:346-744(-)	1	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g21_i1:2-460(-)	4	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g3_i1:3-383(-)	4	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g6_i1:3-368(-)	1	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g7_i1:2-319(-)	4	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122742_c5_g8_i1:105-404(-)	4	A9NQ25	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122749_c0_g1_i1:675-6965(+)	8	W1NES6	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122761_c0_g1_i1:340-2430(+)	4	D5A868	Viridiplantae	GO:0007062	sister chromatid cohesion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i1:197-1876(-)	3	Q8VWV9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i2:427-1047(-)	3	A0A445BEJ6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122768_c1_g1_i6:197-817(-)	1	A0A445BEJ6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122775_c0_g2_i1:475-1665(-)	4	B8LLI0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0007267	cell-cell signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0071230	cellular response to amino acid stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009630	gravitropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g2_i4:2-436(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009611	response to wounding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0007267	cell-cell signaling
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0071230	cellular response to amino acid stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009630	gravitropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009864	induced systemic resistance, jasmonic acid mediated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122795_c1_g3_i3:205-1005(-)	1	A0A2K3P7C6	Viridiplantae	GO:0009611	response to wounding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122800_c1_g4_i2:70-1734(+)	3	B8LK97	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122802_c2_g1_i1:297-623(-)	3	A0A0D1WPM7	Fungi	GO:0042183	formate catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122820_c3_g1_i1:1-1380(+)	3	A0A0D1ZUP5	Fungi	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g8_i1:3-413(+)	1	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g8_i2:2-358(+)	8	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122824_c0_g9_i1:2-316(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122829_c1_g1_i1:2-463(-)	2	I0YL40	Viridiplantae	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i1:3-881(+)	4	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i3:3-803(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g12_i4:3-881(+)	4	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122844_c2_g7_i1:3-299(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i13:91-1143(-)	1	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i4:230-1282(-)	4	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122852_c1_g11_i5:230-1018(-)	1	A9NVM4	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122865_c0_g1_i1:432-3122(-)	3	A0A4S9A8U3	Fungi	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i1:3-1205(+)	3	A0A1S6WNF2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i2:3-1205(+)	3	A0A1S6WNF2	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122869_c1_g2_i4:3-1025(+)	3	A0A1S6WNF3	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122875_c3_g5_i1:168-857(-)	1	A0A2C9TZP5	Viridiplantae	GO:0007018	microtubule-based movement
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122886_c1_g4_i2:1-948(+)	4	A0A1B4Z377	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122891_c1_g1_i11:1295-1924(-)	4	A0A2P5ATM4	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122905_c1_g1_i2:3-962(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122908_c0_g7_i1:3-341(+)	1	D5AEH6	Viridiplantae	GO:0006397	mRNA processing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122921_c1_g1_i1:530-2182(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122925_c1_g1_i1:3-2486(+)	4	A0A0D6QT17	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122932_c0_g3_i2:303-1244(-)	2	D5A8T3	Viridiplantae	GO:0042823	pyridoxal phosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122932_c0_g3_i4:302-1243(-)	3	D5A8T3	Viridiplantae	GO:0042823	pyridoxal phosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i10:1491-2045(-)	2	W1NG60	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i11:471-1931(-)	2	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i15:365-1675(-)	2	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i6:904-1917(-)	1	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122944_c1_g2_i9:904-1524(-)	2	A0A0D6QYQ9	Viridiplantae	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122962_c2_g1_i2:180-2237(+)	8	Q68G81	Viridiplantae	GO:0009800	cinnamic acid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122962_c2_g1_i2:180-2237(+)	8	Q68G81	Viridiplantae	GO:0006559	L-phenylalanine catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122970_c1_g1_i7:29-1240(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122972_c2_g3_i2:1-432(+)	1	A9NMS2	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122981_c0_g2_i1:1-816(+)	3	A0A2H3WXN4	Viridiplantae	GO:0006813	potassium ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g10_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g10_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g10_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g6_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g6_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g6_i1:1-498(-)	3	G9B4E5	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i1:273-1127(-)	3	A9NSX6	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i1:273-1127(-)	3	A9NSX6	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i1:273-1127(-)	3	A9NSX6	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i2:273-803(-)	3	A9NP56	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i2:273-803(-)	3	A9NP56	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i2:273-803(-)	3	A9NP56	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i3:273-671(-)	5	B8LQM1	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i3:273-671(-)	5	B8LQM1	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i3:273-671(-)	5	B8LQM1	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i6:3-680(-)	3	B8LQM1	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i6:3-680(-)	3	B8LQM1	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i6:3-680(-)	3	B8LQM1	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i7:3-629(-)	3	A9P2F9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i7:3-629(-)	3	A9P2F9	Viridiplantae	GO:0016998	cell wall macromolecule catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN122991_c2_g7_i7:3-629(-)	3	A9P2F9	Viridiplantae	GO:0006032	chitin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123012_c1_g1_i1:277-1290(-)	3	W9VQX0	Fungi	GO:0002181	cytoplasmic translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123012_c1_g1_i1:277-1290(-)	3	W9VQX0	Fungi	GO:0000027	ribosomal large subunit assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123019_c0_g2_i2:324-1022(-)	4	A0A218VXF4	Viridiplantae	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123030_c1_g1_i1:1-396(+)	4	D5ABI5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123030_c1_g1_i3:1-1386(+)	4	D5ABI5	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123030_c1_g1_i4:1-618(+)	4	A0A4U5QU77	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123059_c1_g1_i1:1-360(+)	4	A0A1S3XC91	Viridiplantae	GO:0006075	(1->3)-beta-D-glucan biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123059_c6_g2_i2:2-2560(+)	4	A0A2G5DYP7	Viridiplantae	GO:0006075	(1->3)-beta-D-glucan biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123059_c6_g2_i7:2-2509(+)	4	A0A200PY64	Viridiplantae	GO:0006075	(1->3)-beta-D-glucan biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123069_c0_g1_i1:132-1088(-)	3	A0A074WJ57	Fungi	GO:0019310	inositol catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123069_c0_g1_i2:132-1085(-)	3	A0A074WJ57	Fungi	GO:0019310	inositol catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123076_c6_g2_i1:3-392(-)	2	C0PT78	Viridiplantae	GO:0006457	protein folding
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123106_c0_g1_i1:683-3718(-)	4	A0A1U8A6S3	Viridiplantae	GO:0019538	protein metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123113_c1_g1_i1:3-1613(+)	2	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123119_c1_g1_i3:3-1223(-)	8	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123119_c1_g1_i5:3-2213(-)	1	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123119_c1_g1_i7:3-1727(-)	8	B8LKI8	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123140_c0_g3_i10:2-1465(+)	2	W1NW89	Viridiplantae	GO:0019748	secondary metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123140_c0_g3_i19:238-675(-)	1	W1PC86	Viridiplantae	GO:0019748	secondary metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123140_c0_g3_i3:2365-3357(-)	2	W1NW89	Viridiplantae	GO:0019748	secondary metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123140_c0_g3_i6:1-561(+)	1	W1PC86	Viridiplantae	GO:0019748	secondary metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123140_c0_g3_i8:2129-3634(-)	4	W1NW89	Viridiplantae	GO:0019748	secondary metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123143_c1_g3_i4:2-526(+)	8	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123143_c1_g3_i5:2-589(+)	1	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123143_c1_g3_i6:2-511(+)	2	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123143_c1_g4_i2:1-591(+)	8	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123143_c1_g4_i3:1-786(+)	2	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123148_c3_g1_i1:316-633(-)	2	D5AC01	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123151_c0_g1_i1:9-317(-)	1	A0A0K0M748	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN123151_c0_g1_i1:9-317(-)	1	A0A0K0M748	Viridiplantae	GO:0055085	transmembrane transport
