qseqid	sseqid	evalue	salltitles	tax_id	taxonomy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121840_c1_g1_i4:3-857(-)	B8LKT4	0	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121851_c6_g11_i1:1-303(+)	B8LQI3	1.9e-60	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121851_c6_g12_i6:3-785(+)	B8LQI3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121851_c6_g2_i3:2-436(+)	B8LLA5	6.87e-81	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121851_c6_g5_i1:2-319(+)	B8LQI3	5.19e-69	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121854_c1_g2_i1:1-738(-)	E9NZS6	1.65e-63	Putative TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL1 PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g1_i1:2-319(+)	A0A5B7C8T9	5.91e-24	Uncharacterized protein (Fragment) OS=Davidia involucrata OX=16924 GN=Din_046748 PE=4 SV=1	16924	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i2:3-1250(+)	A0A151QVA8	1.23e-52	Putative UPF0481 protein At3g02645 family OS=Cajanus cajan OX=3821 GN=KK1_044896 PE=4 SV=1	3821	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i3:3-1325(+)	A0A384LJ45	3.77e-58	Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=AXX17_At3g44350 PE=4 SV=1	3702	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i5:3-1292(+)	A0A384LJ45	7.42e-58	Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=AXX17_At3g44350 PE=4 SV=1	3702	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i6:3-1250(+)	A0A087GWM4	5.1e-50	Uncharacterized protein OS=Arabis alpina OX=50452 GN=AALP_AA5G123900 PE=4 SV=1	50452	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i7:3-1316(+)	A0A384LJ45	5.12e-58	Uncharacterized protein OS=Arabidopsis thaliana OX=3702 GN=AXX17_At3g44350 PE=4 SV=1	3702	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121858_c4_g3_i8:3-785(+)	Q9SNE9	3.78e-22	Transmembrane protein, putative (DUF247) OS=Arabidopsis thaliana OX=3702 GN=F11C1_20 PE=4 SV=1	3702	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i1:206-1390(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i3:206-1390(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i4:438-1619(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i5:206-1390(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i6:438-1190(-)	A9P1Y3	4.89e-152	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i7:206-1315(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121862_c0_g1_i8:206-1381(-)	A9P1Y3	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121864_c3_g4_i1:2-475(+)	A9NMQ9	2.72e-65	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121864_c3_g8_i8:2-697(+)	A9NMQ9	6.57e-68	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121867_c0_g1_i1:1-1227(+)	D5A8T6	4.46e-21	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121867_c0_g1_i3:1-1227(+)	D5A8T6	7.82e-22	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121870_c1_g1_i7:392-2164(-)	A0A0K0M6U1	0	BXL1 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121870_c1_g2_i3:3-464(-)	A0A0K0M6U1	3.45e-82	BXL1 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121871_c0_g3_i2:3-371(+)	A0A2G7G0W7	1.68e-34	Peptidylprolyl isomerase OS=Aspergillus arachidicola OX=656916 GN=AARAC_004113 PE=4 SV=1	656916	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121872_c2_g2_i1:60-1559(-)	D5AAU5	1.59e-59	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121872_c2_g2_i4:222-3089(-)	A0A0D6QS67	4.2e-118	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121872_c2_g2_i6:222-3092(-)	A0A0D6QS67	4.53e-115	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121876_c0_g1_i3:3-2879(+)	A0A1U7ZQD7	0	ATP-dependent DNA helicase DDX11 OS=Nelumbo nucifera OX=4432 GN=LOC104595201 PE=4 SV=1	4432	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121877_c1_g10_i1:1-471(+)	E9NZS6	9.23e-40	Putative TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL1 PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121877_c1_g2_i1:3-371(+)	B8LP91	9.27e-21	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121877_c1_g2_i2:1-567(+)	B8LMZ7	8.51e-47	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121877_c1_g2_i5:2-478(+)	E9NZS6	1.42e-42	Putative TIR-NBS-LRR protein OS=Pinus monticola OX=3345 GN=TNL1 PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121877_c1_g8_i1:1-486(+)	B8LMZ7	5.82e-40	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121878_c0_g1_i1:477-842(-)	D5AEB1	4.74e-38	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121878_c0_g3_i2:1-327(-)	D5AEB1	2.4e-37	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c1_g1_i1:3-344(-)	A0A0C9S800	3.76e-61	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12531_1084 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c1_g4_i1:3-344(-)	A0A0C9S800	1.87e-60	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12531_1084 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g21_i1:3-347(-)	A0A0C9S800	1.49e-60	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12531_1084 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g24_i4:3-521(-)	A0A0C9S5Q6	8.49e-94	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12533_977 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g24_i5:1-471(-)	A0A0C9S5Q6	1.3e-80	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12533_977 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g24_i6:9-689(-)	A0A0C9S800	2.46e-99	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12531_1084 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g24_i7:2-328(-)	H9W9R2	1.24e-36	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_6799_01 PE=4 SV=1	3352	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g29_i1:2-304(-)	H9W9R2	2.45e-31	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_6799_01 PE=4 SV=1	3352	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121880_c2_g6_i1:2-352(-)	A0A0C9S800	4.34e-62	TSA: Wollemia nobilis Ref_Wollemi_Transcript_12531_1084 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121887_c0_g1_i2:2-1060(+)	D5AA49	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121888_c8_g12_i4:1-351(+)	A9NR80	8.01e-68	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121888_c8_g12_i5:66-452(+)	E1B4K8	2.43e-72	MADS-domain transcription factor dal3 variant 2 OS=Picea abies OX=3329 GN=DAL3 PE=2 SV=1	3329	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121890_c0_g2_i1:149-3373(+)	A0A2K1JMF0	0	HTH myb-type domain-containing protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_017560 PE=4 SV=1	3218	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121891_c0_g2_i2:581-1510(+)	A0A0D6R673	3.72e-175	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121892_c1_g1_i1:114-1889(-)	D5A889	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121892_c1_g1_i4:222-1997(-)	D5A889	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121899_c0_g1_i1:1048-4026(-)	A0A0C9QPU4	0	TSA: Wollemia nobilis Ref_Wollemi_Transcript_14376_3413 transcribed RNA sequence OS=Wollemia nobilis OX=56998 PE=4 SV=1	56998	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121901_c3_g3_i1:1-420(+)	A0A223PIN3	2.51e-77	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121901_c3_g3_i2:1-705(+)	A0A223PIN3	1.09e-144	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121901_c3_g3_i4:1-1053(+)	A0A223PIN3	0	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121901_c3_g3_i5:1-1053(+)	A0A223PIN3	0	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121901_c3_g4_i3:3-674(+)	A0A223PIM8	4.16e-124	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121902_c0_g1_i2:348-1766(-)	U5DF55	0	F-box domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00061p00061880 PE=3 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121902_c0_g1_i4:303-1721(-)	U5DF55	0	F-box domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00061p00061880 PE=3 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121905_c2_g6_i1:3-746(+)	B8LQX6	2.31e-82	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121905_c2_g7_i3:3-707(+)	B8LQX6	1.3e-96	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121906_c0_g1_i1:1-339(+)	A9P158	5.53e-24	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121908_c0_g1_i1:2-700(+)	A0A0C4W3U6	3.3e-102	DNA-directed RNA polymerase subunit OS=Pinus canariensis OX=49510 GN=NRPE1 PE=2 SV=1	49510	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121908_c1_g1_i1:411-1454(-)	A0A0C4W3U6	4.02e-180	DNA-directed RNA polymerase subunit OS=Pinus canariensis OX=49510 GN=NRPE1 PE=2 SV=1	49510	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121908_c3_g2_i1:1-4200(+)	A0A0C4W3U6	0	DNA-directed RNA polymerase subunit OS=Pinus canariensis OX=49510 GN=NRPE1 PE=2 SV=1	49510	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121908_c4_g1_i1:3-449(-)	A0A0C4W3U6	1.52e-81	DNA-directed RNA polymerase subunit OS=Pinus canariensis OX=49510 GN=NRPE1 PE=2 SV=1	49510	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121911_c2_g1_i2:97-981(+)	A0A223PIN3	2.7e-98	Glycosyltransferase OS=Picea glauca OX=3330 PE=2 SV=1	3330	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121913_c1_g4_i1:1-312(+)	B8LS21	4.17e-59	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121913_c1_g6_i2:1-312(+)	B8LS21	8.42e-61	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121913_c1_g8_i3:204-506(+)	B8LS21	1.42e-62	Glycosyltransferase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121916_c1_g7_i1:1-435(-)	A9NV31	9.95e-91	Protein DETOXIFICATION OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121916_c2_g1_i1:2-520(+)	A9NV31	4.13e-114	Protein DETOXIFICATION OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121916_c2_g1_i2:2-541(+)	A9NV31	4.34e-122	Protein DETOXIFICATION OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121916_c3_g4_i2:192-1745(-)	D5ADQ8	0	Protein DETOXIFICATION OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121916_c3_g4_i4:277-1824(-)	D5ADQ8	0	Protein DETOXIFICATION OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121922_c0_g1_i6:338-952(-)	I0Z065	2.49e-103	Ribulose bisphosphate carboxylase small chain OS=Coccomyxa subellipsoidea (strain C-169) OX=574566 GN=COCSUDRAFT_65708 PE=3 SV=1	574566	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121925_c0_g2_i2:3-2960(+)	A0A0D6QS67	4.3e-111	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=4 SV=1	56994	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121927_c0_g1_i2:102-719(-)	A9P1W7	1.01e-84	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121927_c0_g1_i4:177-980(-)	A9P1W7	3.4e-80	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121927_c0_g1_i5:102-809(-)	A9P1W7	7.53e-84	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121929_c2_g1_i8:517-2103(-)	B8LL49	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121929_c2_g1_i9:3-458(-)	A9P0T0	7.29e-91	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121933_c0_g2_i1:2-319(+)	B8LR90	3.32e-45	TauD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121933_c3_g1_i2:3-305(-)	A9P0D6	6.13e-66	TauD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121933_c3_g1_i3:385-1020(-)	B8LR90	1.9e-143	TauD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121933_c3_g1_i7:108-683(-)	B8LP52	2.58e-135	TauD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121933_c3_g1_i9:376-873(-)	B8LR90	3.06e-115	TauD domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121937_c0_g1_i1:928-2127(+)	W1P2X1	9.14e-171	Sialidase domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00045p00042440 PE=4 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121937_c0_g1_i3:895-2148(+)	W1P2X1	3.32e-165	Sialidase domain-containing protein OS=Amborella trichopoda OX=13333 GN=AMTR_s00045p00042440 PE=4 SV=1	13333	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121941_c1_g6_i4:236-583(-)	A9NW30	6.8e-33	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121941_c1_g8_i1:2-709(-)	B8LRW5	4.49e-57	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121943_c1_g2_i2:3-587(-)	A9NVV0	2.2e-134	Pectinesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121943_c1_g2_i3:301-1974(-)	A9NVV0	0	Pectinesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121944_c0_g1_i1:682-1026(-)	D5ACG9	7.92e-69	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121944_c0_g2_i1:3-674(-)	D5ACG9	9.66e-153	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121947_c3_g3_i2:170-721(+)	A0A0N7AKF9	4.46e-95	NADH-ubiquinone oxidoreductase chain 4 OS=Pinus strobus OX=3348 GN=nad4 PE=3 SV=1	3348	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121947_c3_g3_i6:170-1207(+)	A0A0N7AS80	0	NADH-ubiquinone oxidoreductase chain 4 OS=Ginkgo biloba OX=3311 GN=nad4 PE=3 SV=1	3311	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121948_c0_g1_i4:325-861(-)	A0A3M7N516	6.37e-71	MARVEL domain-containing protein (Fragment) OS=Chaetothyriales sp. CBS 132003 OX=2249419 GN=DV737_g2595 PE=4 SV=1	2249419	Fungi
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121949_c0_g1_i1:2-415(-)	Q8L8I7	4.32e-50	Putative TIR/NBS/LRR disease resistance protein (Fragment) OS=Pinus taeda OX=3352 PE=2 SV=1	3352	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121949_c2_g1_i1:617-1144(-)	Q6WE72	6.48e-68	Putative NBS-LRR protein G6229 (Fragment) OS=Pinus monticola OX=3345 GN=RGA PE=4 SV=1	3345	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121953_c2_g1_i2:609-1337(-)	A9NV17	1.26e-136	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121953_c2_g1_i5:820-2043(-)	A9NV17	0	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g1_i2:3-662(-)	A0A200QCU0	1.25e-67	DUF2431 domain-containing protein OS=Macleaya cordata OX=56857 GN=BVC80_1297g33 PE=4 SV=1	56857	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g1_i6:3-617(-)	A0A443NX40	7.81e-64	Putative nucleic acid-binding protein OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_01178200 PE=4 SV=1	337451	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g1_i7:3-662(-)	A0A200QCU0	3.11e-66	DUF2431 domain-containing protein OS=Macleaya cordata OX=56857 GN=BVC80_1297g33 PE=4 SV=1	56857	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g1_i8:3-695(-)	A0A443NX40	2.11e-67	Putative nucleic acid-binding protein OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_01178200 PE=4 SV=1	337451	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g2_i1:3-980(-)	A0A2G5EK72	2.62e-68	DUF2431 domain-containing protein OS=Aquilegia coerulea OX=218851 GN=AQUCO_00700485v1 PE=4 SV=1	218851	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121961_c3_g3_i1:2-550(-)	A0A2J6K8U8	5.97e-44	DUF2431 domain-containing protein OS=Lactuca sativa OX=4236 GN=LSAT_7X115281 PE=4 SV=1	4236	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121962_c0_g1_i1:196-1314(+)	A9P0V2	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN121962_c0_g1_i3:196-1467(+)	C0PQB8	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae
